TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-04-19 19:40:00,162.3300,162.3300,162.3300,162.3300,10
2024-04-19 19:35:00,162.0000,162.0100,162.0000,162.0100,15
2024-04-19 19:05:00,162.3300,162.3300,162.3300,162.3300,1
2024-04-19 18:50:00,161.9900,162.0000,161.9900,162.0000,116
2024-04-19 18:45:00,161.9900,161.9900,161.9900,161.9900,6
2024-04-19 18:40:00,161.2000,161.2000,161.2000,161.2000,10
2024-04-19 18:25:00,160.3600,160.3600,160.3600,160.3600,15
2024-04-19 18:15:00,162.3200,162.3200,162.3200,162.3200,10
2024-04-19 18:10:00,162.4900,162.4900,162.4900,162.4900,1
2024-04-19 18:00:00,162.3200,162.3200,162.3200,162.3200,61
2024-04-19 17:50:00,162.3200,162.3200,162.3200,162.3200,61
2024-04-19 17:45:00,162.3200,162.3300,162.3200,162.3300,1566
2024-04-19 17:35:00,162.4010,162.4010,162.4010,162.4010,1
2024-04-19 17:30:00,162.3300,162.3300,162.3200,162.3200,6
2024-04-19 16:50:00,162.3300,162.4900,162.0500,162.4900,116445
2024-04-19 16:30:00,162.4900,162.5000,162.4900,162.4900,2012
2024-04-19 16:25:00,162.4700,162.5000,162.4700,162.4900,321
2024-04-19 16:20:00,162.3300,163.6400,162.3300,163.6400,2038
2024-04-19 16:15:00,162.3400,162.3500,162.3400,162.3500,1436
2024-04-19 16:10:00,162.3500,162.3500,162.3300,162.3300,243
2024-04-19 16:05:00,162.3300,162.3300,162.2610,162.3300,114786
2024-04-19 16:00:00,162.2600,162.4100,162.2300,162.3300,2159142
2024-04-19 15:55:00,162.0800,162.3900,162.0800,162.3200,468191
2024-04-19 15:50:00,162.0000,162.1200,162.0000,162.0800,194650
2024-04-19 15:45:00,162.1000,162.1900,162.0000,162.0000,104651
2024-04-19 15:40:00,162.1700,162.1700,161.9700,162.1200,106764
2024-04-19 15:35:00,162.1820,162.2700,162.0400,162.1700,60452
