TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-03-08 19:30:00,200.7800,200.9900,200.7700,200.9900,20
2024-03-08 19:25:00,200.7800,200.7800,200.7700,200.7700,6
2024-03-08 19:15:00,200.7700,200.7700,200.7700,200.7700,5
2024-03-08 19:10:00,200.9900,200.9900,200.9900,200.9900,25
2024-03-08 18:25:00,200.9900,200.9900,200.9900,200.9900,34
2024-03-08 18:20:00,200.9900,200.9900,200.9900,200.9900,129
2024-03-08 18:15:00,200.9900,200.9900,200.9900,200.9900,31
2024-03-08 18:10:00,200.9900,200.9900,200.9900,200.9900,96
2024-03-08 18:05:00,200.9900,200.9900,200.7700,200.7700,38
2024-03-08 18:00:00,200.9900,200.9900,200.9900,200.9900,9
2024-03-08 17:55:00,200.9900,200.9900,200.9900,200.9900,66
2024-03-08 17:50:00,200.9900,200.9900,200.9800,200.9900,217
2024-03-08 17:45:00,200.9900,200.9900,200.9700,200.9800,107
2024-03-08 17:40:00,200.7600,200.9700,200.7600,200.9700,544
2024-03-08 17:30:00,200.9900,200.9900,200.9900,200.9900,90
2024-03-08 17:25:00,200.9900,200.9900,200.9700,200.9900,83
2024-03-08 17:20:00,200.7600,200.9900,200.7600,200.9900,40
2024-03-08 17:10:00,200.7500,200.7500,200.7500,200.7500,10
2024-03-08 17:05:00,201.0000,201.0000,200.7500,200.7500,15765
2024-03-08 16:35:00,201.0000,201.0000,201.0000,201.0000,1
2024-03-08 16:30:00,201.0000,201.0000,201.0000,201.0000,18
2024-03-08 16:15:00,200.7500,200.9900,200.7500,200.9900,4
2024-03-08 16:05:00,200.8400,200.8400,200.7500,200.7500,1894
2024-03-08 16:00:00,200.7600,201.2300,200.7500,201.2200,973523
2024-03-08 15:55:00,200.7400,200.8200,200.5300,200.7600,173631
2024-03-08 15:50:00,200.6200,200.7600,200.4500,200.7470,57342
2024-03-08 15:45:00,200.5170,200.6100,200.4800,200.5800,37842
2024-03-08 15:40:00,200.5200,200.6150,200.4750,200.5100,31846
2024-03-08 15:35:00,200.8400,200.8570,200.5100,200.5100,23288
2024-03-08 15:30:00,200.5100,200.8700,200.4700,200.8500,21621
2024-03-08 15:25:00,201.0300,201.0500,200.5100,200.5100,27958
2024-03-08 15:20:00,201.1200,201.1500,201.0000,201.0150,21095
2024-03-08 15:15:00,201.0500,201.2000,201.0100,201.1600,15562
2024-03-08 15:10:00,201.2300,201.2500,201.0200,201.0400,16661
2024-03-08 15:05:00,201.4000,201.4200,201.2400,201.2400,21993
2024-03-08 15:00:00,201.4310,201.5000,201.3850,201.3850,9785
2024-03-08 14:55:00,201.4650,201.5000,201.3000,201.4060,13408
2024-03-08 14:50:00,201.3200,201.6000,201.2960,201.4700,18191
2024-03-08 14:45:00,201.3370,201.4400,201.2700,201.3000,14466
2024-03-08 14:40:00,201.2850,201.3800,201.2000,201.3700,17961
2024-03-08 14:35:00,201.3600,201.4500,201.3050,201.3050,11248
2024-03-08 14:30:00,201.3500,201.4600,201.3100,201.3600,13305
2024-03-08 14:25:00,201.4200,201.4700,201.3100,201.3100,11008
2024-03-08 14:20:00,201.2900,201.5800,201.2900,201.4000,16508
2024-03-08 14:15:00,201.2600,201.3500,201.2100,201.2700,11376
2024-03-08 14:10:00,201.1400,201.1700,201.0500,201.1700,9813
2024-03-08 14:05:00,201.3090,201.3300,201.0200,201.1300,16101
2024-03-08 14:00:00,201.1600,201.4000,201.1600,201.3440,14353
2024-03-08 13:55:00,201.0400,201.2200,201.0000,201.1800,20357
2024-03-08 13:50:00,201.0700,201.1500,201.0000,201.0460,7882
2024-03-08 13:45:00,201.2470,201.2470,201.0000,201.0210,11687
2024-03-08 13:40:00,201.1600,201.3000,201.0700,201.2500,11851
2024-03-08 13:35:00,201.5100,201.5650,201.1400,201.1400,22056
2024-03-08 13:30:00,201.6200,201.6700,201.5000,201.5000,20247
2024-03-08 13:25:00,201.5400,201.6600,201.5400,201.6100,7664
2024-03-08 13:20:00,201.5450,201.5700,201.4500,201.5600,9323
2024-03-08 13:15:00,201.6500,201.6800,201.5000,201.5400,11039
2024-03-08 13:10:00,201.7300,201.7600,201.5800,201.6200,16333
2024-03-08 13:05:00,201.6300,201.7960,201.5700,201.7000,12995
2024-03-08 13:00:00,201.5900,201.6700,201.3000,201.6350,18419
2024-03-08 12:55:00,201.6200,201.8800,201.4100,201.6400,26876
2024-03-08 12:50:00,202.2200,202.2400,201.6100,201.6500,12595
2024-03-08 12:45:00,202.2800,202.2800,202.1000,202.1600,11095
2024-03-08 12:40:00,202.4600,202.4600,202.3100,202.3500,9924
2024-03-08 12:35:00,202.4250,202.4660,202.3200,202.4450,10087
2024-03-08 12:30:00,202.3100,202.3900,202.2500,202.3900,10587
2024-03-08 12:25:00,202.3500,202.5100,202.2800,202.3500,11523
2024-03-08 12:20:00,202.3700,202.4150,202.3100,202.3450,10659
2024-03-08 12:15:00,202.4200,202.5500,202.3200,202.3900,16335
2024-03-08 12:10:00,202.3900,202.4500,202.3200,202.3600,11278
2024-03-08 12:05:00,202.5400,202.6200,202.2800,202.3900,13321
2024-03-08 12:00:00,202.4700,202.7800,202.4700,202.6500,9870
2024-03-08 11:55:00,202.7650,202.8100,202.4000,202.4350,20574
2024-03-08 11:50:00,202.6000,202.8600,202.6000,202.8100,11382
2024-03-08 11:45:00,202.3000,202.6800,202.1900,202.5800,12233
2024-03-08 11:40:00,202.8400,202.8600,202.2300,202.2500,19875
2024-03-08 11:35:00,202.6400,202.9800,202.5800,202.7540,21930
2024-03-08 11:30:00,202.6300,203.0000,202.5900,202.6000,39785
2024-03-08 11:25:00,202.2400,202.6100,202.2300,202.6100,13681
2024-03-08 11:20:00,202.1600,202.4000,202.0500,202.1800,21815
2024-03-08 11:15:00,201.8500,202.2300,201.8500,202.1100,12091
2024-03-08 11:10:00,201.9250,201.9250,201.6250,201.8500,11161
2024-03-08 11:05:00,201.8700,201.9000,201.6100,201.7800,16093
2024-03-08 11:00:00,202.0000,202.0100,201.7600,201.8700,15671
2024-03-08 10:55:00,202.0600,202.1600,201.9700,201.9850,11723
2024-03-08 10:50:00,201.8000,202.1150,201.7900,202.0900,18670
2024-03-08 10:45:00,201.5000,201.8800,201.4150,201.8300,16375
2024-03-08 10:40:00,201.6800,201.7900,201.4400,201.5350,32328
2024-03-08 10:35:00,201.4700,201.7600,201.2900,201.7050,31874
2024-03-08 10:30:00,201.8800,201.8900,201.4200,201.4300,34041
2024-03-08 10:25:00,201.8800,202.1200,201.8800,201.9100,19026
2024-03-08 10:20:00,201.8700,201.9500,201.7200,201.9100,37043
2024-03-08 10:15:00,202.1200,202.1500,201.8700,201.8850,11236
2024-03-08 10:10:00,202.5100,202.5100,202.0700,202.0700,13096
2024-03-08 10:05:00,202.6200,202.7400,202.3800,202.4900,17916
2024-03-08 10:00:00,202.9800,202.9800,202.5800,202.5900,18993
2024-03-08 09:55:00,202.8700,203.0650,202.4800,202.9800,13213
2024-03-08 09:50:00,202.8500,202.9000,202.5900,202.8900,16423
2024-03-08 09:45:00,202.7750,203.0900,202.7750,202.8700,11709
2024-03-08 09:40:00,202.4750,202.8500,202.4000,202.8500,13359
