TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-03-08 19:55:00,136.3700,136.3800,136.3000,136.3800,1277
2024-03-08 19:50:00,136.2300,136.4100,136.2300,136.3700,9211
2024-03-08 19:45:00,136.3400,136.3600,136.1500,136.3000,177
2024-03-08 19:40:00,136.2800,136.3700,136.1500,136.3000,553
2024-03-08 19:35:00,136.2600,136.3700,136.1500,136.2600,888
2024-03-08 19:30:00,136.1900,136.2800,136.1400,136.2700,1129
2024-03-08 19:25:00,136.2700,136.2800,136.1400,136.1900,1277
2024-03-08 19:20:00,136.3700,136.3700,136.1900,136.2700,469
2024-03-08 19:15:00,136.3500,136.3700,136.2200,136.3700,490
2024-03-08 19:10:00,136.3900,136.3900,136.2700,136.2900,495
2024-03-08 19:05:00,136.3400,136.3900,136.3000,136.3000,752
2024-03-08 19:00:00,136.4500,136.4500,136.3600,136.3900,293
2024-03-08 18:55:00,136.4400,136.4500,136.3400,136.3400,241
2024-03-08 18:50:00,136.3800,136.4400,136.3400,136.4400,944
2024-03-08 18:45:00,136.3500,136.4500,136.3400,136.3900,1144
2024-03-08 18:40:00,136.3900,136.3900,136.3600,136.3700,112
2024-03-08 18:35:00,136.4250,136.4500,136.3400,136.3700,557
2024-03-08 18:30:00,136.4200,136.4500,136.3400,136.3950,452
2024-03-08 18:25:00,136.3400,136.4500,136.3400,136.3900,824
2024-03-08 18:20:00,136.3700,136.3700,136.3200,136.3700,554
2024-03-08 18:15:00,136.4300,136.4500,136.3080,136.3700,709
2024-03-08 18:10:00,136.4300,136.4500,136.3000,136.4000,621
2024-03-08 18:05:00,136.3700,136.4400,136.3000,136.4300,2567
2024-03-08 18:00:00,136.3900,136.4000,136.3500,136.3800,906
2024-03-08 17:55:00,136.3200,136.4500,136.3200,136.3500,3929
2024-03-08 17:50:00,136.4200,136.4400,136.3000,136.4300,1228
2024-03-08 17:45:00,136.4200,136.4200,136.3000,136.4200,1153
2024-03-08 17:40:00,136.4000,136.4000,136.3000,136.4000,772
2024-03-08 17:35:00,136.4200,136.4200,136.3500,136.4000,908
2024-03-08 17:30:00,136.4200,136.4200,136.3900,136.4100,83
2024-03-08 17:25:00,136.3900,136.4500,136.3900,136.4500,2275
2024-03-08 17:20:00,136.3800,136.4200,136.3100,136.4200,1106
2024-03-08 17:15:00,136.3400,136.3900,136.3100,136.3500,1848
2024-03-08 17:10:00,136.4400,136.4400,136.3300,136.3300,2903
2024-03-08 17:05:00,136.4400,136.4500,136.4100,136.4100,444
2024-03-08 17:00:00,136.4450,136.4500,136.4100,136.4250,424
2024-03-08 16:55:00,136.4400,136.4400,136.4300,136.4400,343
2024-03-08 16:50:00,136.4500,145.2600,136.4400,136.4500,658
2024-03-08 16:45:00,136.2800,140.6210,130.6230,130.6230,2990
2024-03-08 16:40:00,136.4400,136.4500,136.1000,136.2900,5035
2024-03-08 16:35:00,136.4420,136.4800,136.2900,136.4400,1845
2024-03-08 16:30:00,136.4300,136.4600,136.4200,136.4200,1488
2024-03-08 16:25:00,136.4900,136.5000,136.4200,136.4200,3475
2024-03-08 16:20:00,136.4500,136.5000,136.2600,136.4700,2605
2024-03-08 16:15:00,136.3800,136.4700,136.3700,136.4400,811
2024-03-08 16:10:00,136.5000,136.5600,136.2600,136.3200,98587
2024-03-08 16:05:00,136.5000,136.5600,136.2900,136.2900,40398
2024-03-08 16:00:00,136.2900,136.5600,136.2800,136.5300,5373802
2024-03-08 15:55:00,136.5600,136.5650,136.2800,136.2900,1411758
2024-03-08 15:50:00,136.4850,136.5850,136.2700,136.5600,554951
2024-03-08 15:45:00,136.3400,136.5670,136.3350,136.4800,352811
2024-03-08 15:40:00,136.2400,136.3950,136.2300,136.3400,267826
2024-03-08 15:35:00,136.3800,136.4250,136.2400,136.2400,218153
2024-03-08 15:30:00,136.1600,136.4300,136.1150,136.3880,262473
2024-03-08 15:25:00,136.5150,136.5550,136.1100,136.1600,249862
2024-03-08 15:20:00,136.5300,136.6450,136.4700,136.5150,200728
2024-03-08 15:15:00,136.6000,136.6500,136.5200,136.5400,191393
2024-03-08 15:10:00,136.7500,136.7500,136.5200,136.6000,197040
2024-03-08 15:05:00,136.9900,136.9900,136.7500,136.7550,148372
2024-03-08 15:00:00,136.9650,137.0600,136.9300,136.9850,132979
2024-03-08 14:55:00,136.9150,137.0400,136.8800,136.9700,159433
