TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-04-19 19:55:00,156.6000,156.9700,156.6000,156.6000,234
2024-04-19 19:50:00,156.6700,156.9700,156.6700,156.9700,89
2024-04-19 19:45:00,156.6000,156.6700,156.6000,156.6700,13
2024-04-19 19:40:00,156.6800,156.6900,156.5700,156.5700,806
2024-04-19 19:35:00,156.6800,156.6900,156.6800,156.6800,92
2024-04-19 19:30:00,156.6800,156.8300,156.6500,156.6900,534
2024-04-19 19:25:00,156.6900,156.6900,156.6800,156.6800,26
2024-04-19 19:20:00,156.5900,156.5900,156.5700,156.5700,4
2024-04-19 19:15:00,156.7200,156.7900,156.7100,156.7100,154
2024-04-19 19:10:00,156.5800,156.7000,156.5700,156.5700,12
2024-04-19 19:05:00,156.9700,156.9700,156.5100,156.5600,180
2024-04-19 19:00:00,156.6200,156.8900,156.5200,156.8900,510
2024-04-19 18:55:00,156.7700,156.8000,156.7700,156.8000,12
2024-04-19 18:50:00,156.6200,156.6200,156.6200,156.6200,1
2024-04-19 18:45:00,156.5600,156.9700,156.3600,156.9700,331
2024-04-19 18:40:00,156.3800,156.9700,156.3800,156.8000,361
2024-04-19 18:35:00,156.8200,156.8500,156.8200,156.8500,300
2024-04-19 18:30:00,156.5200,156.9500,156.5000,156.5000,291
2024-04-19 18:25:00,156.5100,156.9700,156.3500,156.4100,167
2024-04-19 18:20:00,156.6600,156.6700,156.5100,156.5100,122
2024-04-19 18:15:00,157.0000,157.4800,156.4010,156.4010,66
2024-04-19 18:10:00,156.5100,157.3000,156.5100,157.3000,20
2024-04-19 18:05:00,156.4900,156.8000,156.4900,156.5100,51
2024-04-19 18:00:00,157.0000,157.0500,156.4500,156.4600,3766
2024-04-19 17:55:00,157.0000,157.5000,157.0000,157.0000,81
2024-04-19 17:45:00,156.7600,157.4900,156.6200,157.3700,124
2024-04-19 17:40:00,156.7500,157.0400,156.7500,156.8000,18
2024-04-19 17:35:00,157.0000,157.5900,156.7300,156.7300,734
2024-04-19 17:30:00,157.5000,157.5900,156.6990,156.7790,194
2024-04-19 17:25:00,156.6300,157.5000,156.4600,157.5000,31
2024-04-19 17:20:00,157.1900,157.3900,156.4600,156.4600,248
2024-04-19 17:15:00,157.0900,157.0900,157.0900,157.0900,7
2024-04-19 17:10:00,159.4860,159.4860,156.7120,157.0600,3993
2024-04-19 17:05:00,157.6000,157.6500,157.6000,157.6500,8
2024-04-19 17:00:00,157.3400,157.6500,157.3400,157.3400,362
2024-04-19 16:55:00,157.3900,157.6300,157.2600,157.6300,1120
2024-04-19 16:50:00,157.2900,157.6300,156.8400,157.4200,126117
2024-04-19 16:45:00,157.1000,157.4100,156.8000,156.8000,406
2024-04-19 16:40:00,157.1600,157.2000,157.1000,157.2000,80
2024-04-19 16:35:00,157.3330,157.6300,157.0000,157.2000,25139
2024-04-19 16:30:00,157.2000,157.2000,157.0100,157.0100,91
2024-04-19 16:25:00,156.7400,157.1900,156.4600,157.0100,2515
2024-04-19 16:20:00,157.6300,158.1170,156.3500,156.7400,9767
2024-04-19 16:15:00,157.6300,157.6300,156.0200,156.4600,8946
2024-04-19 16:10:00,157.1000,157.3500,156.8000,156.8100,1590
2024-04-19 16:05:00,157.2800,157.6300,156.8100,157.6300,7743
2024-04-19 16:00:00,157.5600,157.8700,157.0100,157.6300,5814404
2024-04-19 15:55:00,157.7700,157.7700,157.2800,157.5600,731201
2024-04-19 15:50:00,157.3400,157.7900,157.0000,157.7600,305521
2024-04-19 15:45:00,157.5500,157.5800,157.0450,157.3500,216503
2024-04-19 15:40:00,157.4500,157.5800,157.0200,157.5500,147268
2024-04-19 15:35:00,157.3450,157.4700,156.8800,157.4700,123029
2024-04-19 15:30:00,157.2400,157.3700,157.1600,157.3400,117838
2024-04-19 15:25:00,157.2550,157.5600,156.9800,157.2600,82424
2024-04-19 15:20:00,157.3100,157.4700,157.0000,157.2550,89812
2024-04-19 15:15:00,157.1300,157.3800,156.9300,157.2900,62469
2024-04-19 15:10:00,156.9200,157.4600,156.8500,157.1500,84310
2024-04-19 15:05:00,156.5500,157.0450,156.3400,156.9310,99509
